experiment_id,condition,round,agent_id,image_id,true_category,predicted_label,confidence,margin,status,pool
exp_005b_frozen,frozen,1,agent_00,ship_028,ship,vorpal,0.462829,0.331022,accepted,interaction
exp_005b_frozen,frozen,1,agent_00,ship_029,ship,vorpal,0.373958,0.15166,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,frog_015,frog,slithy,0.374739,0.215157,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,frog_016,frog,slithy,0.529035,0.321867,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,frog_017,frog,slithy,0.623515,0.418722,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,frog_018,frog,slithy,0.373501,0.250896,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,frog_019,frog,UNCERTAIN,0.251526,0.084657,rejected,interaction
exp_005b_frozen,frozen,1,agent_01,frog_020,frog,slithy,0.349714,0.133764,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,frog_021,frog,slithy,0.571596,0.405364,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,frog_022,frog,slithy,0.413813,0.173189,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,frog_023,frog,slithy,0.425518,0.25774,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,frog_024,frog,slithy,0.485342,0.363852,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,frog_025,frog,slithy,0.431304,0.22102,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,frog_026,frog,slithy,0.34466,0.25813,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,frog_027,frog,slithy,0.515936,0.43359,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,frog_028,frog,slithy,0.33862,0.153525,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,frog_029,frog,slithy,0.454791,0.295727,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,horse_015,horse,mimsy,0.476336,0.352478,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,horse_016,horse,UNCERTAIN,0.000427,0.000162,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,horse_017,horse,mimsy,0.674462,0.547326,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,horse_018,horse,mimsy,0.489986,0.235105,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,horse_019,horse,mimsy,0.589952,0.464358,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,horse_020,horse,mimsy,0.498417,0.403858,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,horse_021,horse,mimsy,0.605403,0.463394,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,horse_022,horse,mimsy,0.709768,0.496349,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,horse_023,horse,mimsy,0.678808,0.511746,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,horse_024,horse,mimsy,0.485677,0.321632,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,horse_025,horse,mimsy,0.588995,0.347767,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,horse_026,horse,mimsy,0.677193,0.420029,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,horse_027,horse,mimsy,0.474608,0.163676,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,horse_028,horse,mimsy,0.646167,0.493078,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,horse_029,horse,mimsy,0.467466,0.33119,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,ship_015,ship,vorpal,0.56903,0.375141,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,ship_016,ship,vorpal,0.399796,0.266526,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,ship_017,ship,vorpal,0.494335,0.198587,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,ship_018,ship,vorpal,0.69062,0.481699,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,ship_019,ship,vorpal,0.394159,0.182002,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,ship_020,ship,vorpal,0.646319,0.455933,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,ship_021,ship,vorpal,0.474116,0.288035,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,ship_022,ship,vorpal,0.542906,0.397374,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,ship_023,ship,vorpal,0.458509,0.345394,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,ship_024,ship,UNCERTAIN,0.064963,0.034557,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,ship_025,ship,vorpal,0.61705,0.421686,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,ship_026,ship,vorpal,0.494837,0.381512,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,ship_027,ship,vorpal,0.666344,0.538536,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,ship_028,ship,vorpal,0.493834,0.352584,accepted,interaction
exp_005b_frozen,frozen,1,agent_01,ship_029,ship,vorpal,0.430917,0.234314,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,frog_015,frog,slithy,0.342083,0.232246,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,frog_016,frog,slithy,0.583127,0.388213,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,frog_017,frog,slithy,0.60556,0.455227,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,frog_018,frog,slithy,0.34303,0.189852,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,frog_019,frog,slithy,0.325802,0.151153,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,frog_020,frog,slithy,0.539314,0.29279,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,frog_021,frog,slithy,0.599492,0.435522,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,frog_022,frog,slithy,0.348819,0.113394,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,frog_023,frog,slithy,0.445596,0.285768,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,frog_024,frog,slithy,0.483077,0.340413,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,frog_025,frog,slithy,0.570755,0.364627,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,frog_026,frog,UNCERTAIN,0.240423,0.172735,rejected,interaction
exp_005b_frozen,frozen,1,agent_02,frog_027,frog,slithy,0.559424,0.457587,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,frog_028,frog,slithy,0.498948,0.353444,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,frog_029,frog,slithy,0.438224,0.259951,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,horse_015,horse,mimsy,0.717958,0.559457,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,horse_016,horse,UNCERTAIN,0.264388,0.069527,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,horse_017,horse,mimsy,0.607827,0.366528,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,horse_018,horse,mimsy,0.628139,0.356516,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,horse_019,horse,mimsy,0.551201,0.41607,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,horse_020,horse,mimsy,0.577761,0.443041,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,horse_021,horse,mimsy,0.610873,0.399983,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,horse_022,horse,mimsy,0.595641,0.375185,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,horse_023,horse,mimsy,0.574823,0.389482,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,horse_024,horse,mimsy,0.46724,0.239439,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,horse_025,horse,mimsy,0.597818,0.284039,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,horse_026,horse,mimsy,0.555125,0.308639,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,horse_027,horse,mimsy,0.416631,0.113943,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,horse_028,horse,mimsy,0.4804,0.240045,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,horse_029,horse,mimsy,0.455815,0.31036,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,ship_015,ship,vorpal,0.628082,0.401992,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,ship_016,ship,vorpal,0.427764,0.289838,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,ship_017,ship,vorpal,0.430825,0.136042,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,ship_018,ship,vorpal,0.685471,0.504338,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,ship_019,ship,vorpal,0.370604,0.153185,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,ship_020,ship,vorpal,0.648651,0.461074,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,ship_021,ship,vorpal,0.506555,0.278349,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,ship_022,ship,vorpal,0.504943,0.275523,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,ship_023,ship,vorpal,0.513209,0.359628,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,ship_024,ship,UNCERTAIN,0.204377,0.090929,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,ship_025,ship,vorpal,0.620479,0.404834,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,ship_026,ship,vorpal,0.472031,0.337551,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,ship_027,ship,vorpal,0.678081,0.52172,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,ship_028,ship,vorpal,0.42077,0.304176,accepted,interaction
exp_005b_frozen,frozen,1,agent_02,ship_029,ship,vorpal,0.43255,0.179302,accepted,interaction
exp_005b_frozen,frozen,1,agent_00,frog_030,frog,slithy,0.44644,0.286447,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,frog_031,frog,slithy,0.543401,0.371612,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,frog_032,frog,slithy,0.399298,0.233913,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,frog_033,frog,slithy,0.561895,0.394337,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,frog_034,frog,slithy,0.570435,0.408862,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,frog_035,frog,slithy,0.615424,0.45431,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,frog_036,frog,slithy,0.46265,0.283704,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,frog_037,frog,slithy,0.514669,0.39352,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,frog_038,frog,slithy,0.536592,0.278628,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,frog_039,frog,slithy,0.422621,0.230227,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,frog_040,frog,slithy,0.521949,0.371784,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,frog_041,frog,slithy,0.530314,0.387622,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,frog_042,frog,slithy,0.606373,0.425479,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,frog_043,frog,slithy,0.630824,0.357549,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,frog_044,frog,slithy,0.579698,0.394997,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,frog_045,frog,slithy,0.629316,0.421887,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,frog_046,frog,slithy,0.562576,0.390905,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,frog_047,frog,slithy,0.515845,0.326332,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,frog_048,frog,slithy,0.623304,0.499784,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,frog_049,frog,slithy,0.37529,0.100666,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,horse_030,horse,mimsy,0.669251,0.520365,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,horse_031,horse,mimsy,0.515596,0.347536,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,horse_032,horse,mimsy,0.644207,0.471219,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,horse_033,horse,mimsy,0.708233,0.545466,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,horse_034,horse,mimsy,0.7204,0.613789,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,horse_035,horse,mimsy,0.612211,0.351301,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,horse_036,horse,mimsy,0.580375,0.455589,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,horse_037,horse,mimsy,0.685135,0.509065,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,horse_038,horse,mimsy,0.630763,0.443271,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,horse_039,horse,mimsy,0.694156,0.509481,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,horse_040,horse,mimsy,0.718098,0.510652,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,horse_041,horse,mimsy,0.567511,0.411909,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,horse_042,horse,mimsy,0.713802,0.55391,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,horse_043,horse,mimsy,0.588561,0.376045,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,horse_044,horse,mimsy,0.7176,0.530106,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,horse_045,horse,mimsy,0.746718,0.592496,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,horse_046,horse,mimsy,0.662915,0.486261,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,horse_047,horse,mimsy,0.765744,0.567303,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,horse_048,horse,mimsy,0.729281,0.558064,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,horse_049,horse,mimsy,0.645068,0.503251,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,ship_030,ship,vorpal,0.645544,0.42945,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,ship_031,ship,vorpal,0.638895,0.441344,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,ship_032,ship,vorpal,0.635735,0.423508,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,ship_033,ship,vorpal,0.472789,0.385375,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,ship_034,ship,vorpal,0.479825,0.336217,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,ship_035,ship,vorpal,0.603923,0.429673,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,ship_036,ship,vorpal,0.600185,0.375644,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,ship_037,ship,vorpal,0.427028,0.189055,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,ship_038,ship,vorpal,0.323339,0.189924,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,ship_039,ship,vorpal,0.595086,0.39108,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,ship_040,ship,vorpal,0.638155,0.461157,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,ship_041,ship,vorpal,0.695221,0.511905,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,ship_042,ship,vorpal,0.635702,0.446497,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,ship_043,ship,vorpal,0.533037,0.373342,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,ship_044,ship,vorpal,0.615781,0.355886,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,ship_045,ship,vorpal,0.665327,0.473321,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,ship_046,ship,vorpal,0.728617,0.479936,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,ship_047,ship,vorpal,0.649252,0.447924,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,ship_048,ship,vorpal,0.627603,0.488719,accepted,held_out
exp_005b_frozen,frozen,1,agent_00,ship_049,ship,vorpal,0.571491,0.357353,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,frog_030,frog,slithy,0.42707,0.281678,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,frog_031,frog,slithy,0.531895,0.348339,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,frog_032,frog,slithy,0.414934,0.261981,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,frog_033,frog,slithy,0.572716,0.363554,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,frog_034,frog,slithy,0.623841,0.416111,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,frog_035,frog,slithy,0.603785,0.408013,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,frog_036,frog,slithy,0.424042,0.220993,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,frog_037,frog,slithy,0.548185,0.386123,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,frog_038,frog,slithy,0.571079,0.312385,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,frog_039,frog,slithy,0.403752,0.217461,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,frog_040,frog,slithy,0.514968,0.378777,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,frog_041,frog,slithy,0.569291,0.398465,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,frog_042,frog,slithy,0.604487,0.402466,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,frog_043,frog,slithy,0.599571,0.318229,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,frog_044,frog,slithy,0.586028,0.397951,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,frog_045,frog,slithy,0.585887,0.352425,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,frog_046,frog,slithy,0.572265,0.403397,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,frog_047,frog,slithy,0.561621,0.340013,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,frog_048,frog,slithy,0.63162,0.494448,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,frog_049,frog,slithy,0.415175,0.15291,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,horse_030,horse,mimsy,0.667879,0.518218,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,horse_031,horse,mimsy,0.50651,0.37541,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,horse_032,horse,mimsy,0.671982,0.495058,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,horse_033,horse,mimsy,0.72035,0.550755,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,horse_034,horse,mimsy,0.742926,0.644849,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,horse_035,horse,mimsy,0.602899,0.382432,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,horse_036,horse,mimsy,0.595921,0.491302,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,horse_037,horse,mimsy,0.652146,0.452755,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,horse_038,horse,mimsy,0.639626,0.437397,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,horse_039,horse,mimsy,0.705954,0.523507,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,horse_040,horse,mimsy,0.719239,0.513954,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,horse_041,horse,mimsy,0.550397,0.404711,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,horse_042,horse,mimsy,0.714857,0.555498,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,horse_043,horse,mimsy,0.555715,0.32891,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,horse_044,horse,mimsy,0.74988,0.558972,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,horse_045,horse,mimsy,0.77092,0.612691,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,horse_046,horse,mimsy,0.636337,0.457263,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,horse_047,horse,mimsy,0.744922,0.587957,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,horse_048,horse,mimsy,0.74228,0.570651,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,horse_049,horse,mimsy,0.671107,0.536828,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,ship_030,ship,vorpal,0.653472,0.443992,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,ship_031,ship,vorpal,0.603647,0.382442,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,ship_032,ship,vorpal,0.62687,0.433969,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,ship_033,ship,vorpal,0.478616,0.379956,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,ship_034,ship,vorpal,0.475865,0.285856,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,ship_035,ship,vorpal,0.61211,0.434352,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,ship_036,ship,vorpal,0.583532,0.377559,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,ship_037,ship,vorpal,0.459808,0.212303,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,ship_038,ship,vorpal,0.357144,0.236034,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,ship_039,ship,vorpal,0.630486,0.409566,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,ship_040,ship,vorpal,0.647108,0.456013,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,ship_041,ship,vorpal,0.693044,0.492916,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,ship_042,ship,vorpal,0.662517,0.449961,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,ship_043,ship,vorpal,0.531214,0.373878,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,ship_044,ship,vorpal,0.620919,0.33496,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,ship_045,ship,vorpal,0.644483,0.415057,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,ship_046,ship,vorpal,0.717504,0.487653,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,ship_047,ship,vorpal,0.646795,0.415718,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,ship_048,ship,vorpal,0.585741,0.427338,accepted,held_out
exp_005b_frozen,frozen,1,agent_01,ship_049,ship,vorpal,0.57151,0.363037,accepted,held_out
exp_005b_frozen,frozen,1,agent_02,frog_030,frog,slithy,0.443463,0.288397,accepted,held_out
exp_005b_frozen,frozen,1,agent_02,frog_031,frog,slithy,0.546536,0.375223,accepted,held_out
exp_005b_frozen,frozen,1,agent_02,frog_032,frog,slithy,0.397825,0.219927,accepted,held_out
exp_005b_frozen,frozen,1,agent_02,frog_033,frog,slithy,0.576955,0.38493,accepted,held_out
exp_005b_frozen,frozen,1,agent_02,frog_034,frog,slithy,0.657018,0.458599,accepted,held_out
exp_005b_frozen,frozen,1,agent_02,frog_035,frog,slithy,0.614901,0.435372,accepted,held_out
exp_005b_frozen,frozen,1,agent_02,frog_036,frog,slithy,0.430434,0.220528,accepted,held_out
exp_005b_frozen,frozen,1,agent_02,frog_037,frog,slithy,0.51836,0.376847,accepted,held_out
exp_005b_frozen,frozen,1,agent_02,frog_038,frog,slithy,0.568714,0.32581,accepted,held_out
exp_005b_frozen,frozen,1,agent_02,frog_039,frog,slithy,0.413255,0.196678,accepted,held_out
exp_005b_frozen,frozen,1,agent_02,frog_040,frog,slithy,0.524365,0.385213,accepted,held_out
exp_005b_frozen,frozen,1,agent_02,frog_041,frog,slithy,0.499453,0.336398,accepted,held_out
exp_005b_frozen,frozen,1,agent_02,frog_042,frog,slithy,0.614716,0.413188,accepted,held_out
