experiment_id,round,agent_id,image_id,true_category,predicted_label,confidence,margin,status,pool
exp_003b,1,agent_02,horse_030,horse,mimsy,0.561676,0.36968,accepted,held_out
exp_003b,1,agent_02,horse_031,horse,mimsy,0.415434,0.252045,accepted,held_out
exp_003b,1,agent_02,horse_032,horse,mimsy,0.623619,0.419062,accepted,held_out
exp_003b,1,agent_02,horse_033,horse,mimsy,0.558254,0.365761,accepted,held_out
exp_003b,1,agent_02,horse_034,horse,mimsy,0.637561,0.487318,accepted,held_out
exp_003b,1,agent_02,horse_035,horse,mimsy,0.505003,0.243233,accepted,held_out
exp_003b,1,agent_02,horse_036,horse,mimsy,0.505711,0.388327,accepted,held_out
exp_003b,1,agent_02,horse_037,horse,mimsy,0.71265,0.504361,accepted,held_out
exp_003b,1,agent_02,horse_038,horse,mimsy,0.7193,0.519622,accepted,held_out
exp_003b,1,agent_02,horse_039,horse,mimsy,0.500623,0.31982,accepted,held_out
exp_003b,1,agent_02,horse_040,horse,mimsy,0.571044,0.331405,accepted,held_out
exp_003b,1,agent_02,horse_041,horse,mimsy,0.485408,0.309122,accepted,held_out
exp_003b,1,agent_02,horse_042,horse,mimsy,0.577888,0.398367,accepted,held_out
exp_003b,1,agent_02,horse_043,horse,mimsy,0.658619,0.43825,accepted,held_out
exp_003b,1,agent_02,horse_044,horse,mimsy,0.595057,0.396334,accepted,held_out
exp_003b,1,agent_02,horse_045,horse,mimsy,0.660775,0.492834,accepted,held_out
exp_003b,1,agent_02,horse_046,horse,mimsy,0.478611,0.300743,accepted,held_out
exp_003b,1,agent_02,horse_047,horse,mimsy,0.644473,0.403293,accepted,held_out
exp_003b,1,agent_02,horse_048,horse,mimsy,0.621595,0.42099,accepted,held_out
exp_003b,1,agent_02,horse_049,horse,mimsy,0.544251,0.37101,accepted,held_out
exp_003b,1,agent_02,ship_030,ship,vorpal,0.673576,0.48968,accepted,held_out
exp_003b,1,agent_02,ship_031,ship,vorpal,0.558153,0.327163,accepted,held_out
exp_003b,1,agent_02,ship_032,ship,vorpal,0.633227,0.460461,accepted,held_out
exp_003b,1,agent_02,ship_033,ship,vorpal,0.466554,0.353522,accepted,held_out
exp_003b,1,agent_02,ship_034,ship,vorpal,0.411045,0.250056,accepted,held_out
exp_003b,1,agent_02,ship_035,ship,vorpal,0.57313,0.390264,accepted,held_out
exp_003b,1,agent_02,ship_036,ship,vorpal,0.582759,0.366243,accepted,held_out
exp_003b,1,agent_02,ship_037,ship,UNCERTAIN,0.091827,0.033734,rejected,held_out
exp_003b,1,agent_02,ship_038,ship,vorpal,0.327275,0.191295,accepted,held_out
exp_003b,1,agent_02,ship_039,ship,vorpal,0.480358,0.295482,accepted,held_out
exp_003b,1,agent_02,ship_040,ship,vorpal,0.514277,0.341899,accepted,held_out
exp_003b,1,agent_02,ship_041,ship,vorpal,0.635903,0.446882,accepted,held_out
exp_003b,1,agent_02,ship_042,ship,vorpal,0.632369,0.415343,accepted,held_out
exp_003b,1,agent_02,ship_043,ship,vorpal,0.514966,0.368798,accepted,held_out
exp_003b,1,agent_02,ship_044,ship,vorpal,0.560623,0.400872,accepted,held_out
exp_003b,1,agent_02,ship_045,ship,vorpal,0.581627,0.428241,accepted,held_out
exp_003b,1,agent_02,ship_046,ship,vorpal,0.733173,0.520112,accepted,held_out
exp_003b,1,agent_02,ship_047,ship,vorpal,0.530443,0.355025,accepted,held_out
exp_003b,1,agent_02,ship_048,ship,vorpal,0.580353,0.437184,accepted,held_out
exp_003b,1,agent_02,ship_049,ship,vorpal,0.609917,0.410589,accepted,held_out
exp_003b,2,agent_00,frog_015,frog,slithy,0.38988,0.231787,accepted,interaction
exp_003b,2,agent_00,frog_016,frog,slithy,0.511541,0.276571,accepted,interaction
